transaction_id,amount,transaction_type,country,is_international,account_age_days,num_prev_transactions,device_trusted,fraud
40616,39.97,pos,UK,0,1867,339,1,0
40617,77.22,pos,DE,1,2190,255,0,0
40618,128.69,online,UK,1,1483,184,1,0
40619,65.26,online,FR,0,730,325,0,0
40620,6.4,pos,IN,0,2492,449,0,0
40621,1.77,pos,FR,1,2509,303,0,0
40622,23.98,pos,US,0,1576,406,1,0
40623,55.33,online,FR,0,1300,309,1,0
40624,4.59,pos,US,1,1404,696,0,0
40625,39.71,pos,IN,0,658,448,1,0
40626,218.06,online,DE,1,3406,455,1,0
40627,9.43,withdrawal,US,0,513,927,1,0
40628,296.65,pos,IN,0,2609,173,0,0
40629,194.26,pos,UK,1,4324,338,1,0
40630,178.25,withdrawal,DE,0,2100,784,1,0
40631,199.26,withdrawal,CN,0,1940,456,1,0
40632,8.34,pos,DE,1,1528,179,0,0
40633,16.39,pos,US,0,4165,548,1,0
40634,14.43,pos,DE,0,4402,498,0,0
40635,11.79,online,CN,0,1136,207,0,0
40636,39.71,withdrawal,US,0,2818,375,0,0
40637,177.32,withdrawal,FR,1,4298,515,0,0
40638,29.03,withdrawal,DE,1,1039,281,1,0
40639,28.0,withdrawal,DE,0,4598,759,1,0
40640,112.67,pos,DE,0,840,386,1,0
40641,10.19,pos,FR,1,3042,893,0,0
40642,44.67,withdrawal,FR,1,2638,120,1,0
40643,35.02,pos,IN,0,4794,331,0,0
40644,187.93,online,CN,0,2094,614,1,0
40645,72.26,pos,IN,1,3253,287,0,0
40646,103.98,pos,US,1,866,718,1,0
40647,13.82,withdrawal,US,0,4575,798,1,0
40648,264.39,pos,UK,1,3855,159,1,0
40649,38.93,withdrawal,UK,1,3476,135,1,0
40650,122.7,withdrawal,DE,0,4993,598,0,0
40651,309.28,pos,US,0,3190,809,0,0
40652,71.06,withdrawal,CN,1,4983,49,0,1
40653,70.83,withdrawal,US,0,2275,818,1,0
40654,12.47,withdrawal,DE,1,926,380,1,0
40655,49.47,online,FR,0,670,348,0,1
40656,191.37,withdrawal,IN,0,2621,780,0,0
40657,14.51,pos,CN,1,3800,793,0,0
40658,249.5,online,DE,0,1619,752,0,0
40659,110.05,online,DE,0,69,909,0,0
40660,54.64,online,UK,0,2046,31,1,0
40661,79.08,withdrawal,UK,1,3957,758,1,0
40662,16.31,withdrawal,DE,1,2940,360,1,0
40663,24.52,online,US,1,210,879,0,0
40664,33.74,withdrawal,CN,0,1984,342,1,0
40665,48.59,withdrawal,IN,0,68,477,1,0
40666,247.13,pos,CN,1,2892,727,1,0
40667,45.82,online,FR,1,2148,496,1,0
40668,74.2,online,US,0,1077,182,1,0
40669,17.68,withdrawal,CN,1,3203,917,0,0
40670,133.17,pos,DE,0,292,922,0,0
40671,82.16,withdrawal,US,0,2889,883,1,0
40672,57.97,online,CN,0,4630,809,0,0
40673,294.1,pos,CN,0,1654,898,1,0
40674,221.32,withdrawal,DE,1,2187,332,1,0
40675,107.74,withdrawal,CN,1,4829,296,0,0
40676,254.86,online,US,0,2334,888,1,0
40677,83.19,withdrawal,DE,0,3076,52,1,0
40678,175.41,pos,DE,1,1624,580,1,0
40679,52.67,pos,DE,0,3223,236,1,0
40680,9.07,online,CN,1,1135,197,0,0
40681,514.11,online,IN,0,3312,364,0,0
40682,18.11,online,UK,1,2123,981,0,0
40683,28.97,withdrawal,US,1,4014,714,0,0
40684,17.81,online,CN,0,634,571,0,0
40685,41.17,withdrawal,US,1,1182,510,1,0
40686,34.15,withdrawal,US,0,3875,464,0,0
40687,91.91,pos,US,0,2969,7,1,0
40688,564.36,online,DE,1,3356,682,0,0
40689,5.39,pos,FR,1,3902,86,0,0
40690,150.71,online,IN,0,559,593,0,0
40691,13.7,withdrawal,US,1,1125,760,1,0
40692,2.0,pos,DE,0,3778,795,1,0
40693,101.77,online,IN,1,1473,751,1,0
40694,206.61,online,IN,0,2173,864,1,0
40695,19.39,pos,CN,0,1318,916,0,0
40696,41.8,withdrawal,US,0,2237,235,0,0
40697,18.48,pos,IN,0,1074,146,1,0
40698,236.99,pos,FR,1,2143,52,0,0
40699,31.52,online,IN,0,272,173,1,0
40700,58.83,pos,UK,1,4197,959,1,0
40701,225.13,pos,IN,1,1964,63,1,0
40702,80.49,pos,UK,0,171,247,1,0
40703,270.08,pos,DE,0,3820,90,0,0
40704,260.98,pos,DE,0,3069,167,0,0
40705,61.92,withdrawal,US,1,144,437,0,0
40706,87.32,pos,IN,0,172,796,0,0
40707,26.18,pos,US,0,4389,753,0,0
40708,466.02,withdrawal,CN,1,4088,134,0,0
40709,32.62,online,FR,1,3323,612,1,0
40710,152.93,withdrawal,IN,0,454,720,0,0
40711,37.54,pos,IN,1,838,899,0,0
40712,37.55,pos,DE,0,4741,549,1,0
40713,10.97,withdrawal,UK,0,1348,305,1,0
40714,82.07,online,FR,0,3421,116,1,0
40715,28.08,online,UK,0,2566,305,1,0
40716,16.06,withdrawal,CN,1,696,920,0,0
40717,25.7,pos,UK,0,1383,259,0,0
40718,28.91,pos,UK,1,1096,903,1,0
40719,70.13,pos,UK,1,1533,283,0,0
40720,48.76,online,FR,0,347,837,1,0
40721,7.85,withdrawal,DE,0,3750,502,1,0
40722,76.79,pos,FR,1,1855,302,0,0
40723,155.0,withdrawal,UK,1,1841,458,0,0
40724,85.39,withdrawal,FR,1,115,629,0,0
40725,367.07,withdrawal,IN,0,3584,613,0,0
40726,10.44,pos,UK,0,1057,424,0,0
40727,172.12,pos,US,0,1229,454,0,0
40728,70.46,online,FR,0,2613,216,0,0
40729,73.73,withdrawal,FR,1,2689,196,0,0
40730,73.21,online,IN,0,3649,516,0,0
40731,39.35,pos,UK,0,3443,155,0,0
40732,39.24,pos,IN,0,4586,796,0,0
40733,99.92,online,US,1,4933,518,1,1
40734,4.58,online,CN,1,495,749,0,0
40735,88.86,pos,DE,0,2442,856,0,0
40736,128.95,pos,DE,1,2639,527,1,0
40737,44.06,online,CN,1,1244,117,0,0
40738,24.51,pos,UK,0,352,818,1,0
40739,24.0,pos,US,0,2892,33,0,0
40740,8.54,pos,FR,1,55,423,1,0
40741,9.4,withdrawal,UK,1,90,923,1,0
40742,18.23,online,UK,0,178,588,0,0
40743,1.94,withdrawal,UK,1,4302,601,1,0
40744,30.96,online,CN,1,1405,844,0,0
40745,36.59,online,US,0,4542,761,0,1
40746,534.36,online,CN,0,3555,889,1,0
40747,479.0,online,DE,1,2546,724,0,0
40748,20.71,withdrawal,US,1,3113,190,0,0
40749,23.96,online,FR,0,937,218,1,0
40750,67.71,online,DE,1,2411,938,0,0
40751,16.11,pos,IN,1,1832,140,0,0
40752,70.13,online,CN,1,4324,627,1,0
40753,50.98,withdrawal,DE,0,4520,423,1,1
40754,39.25,pos,DE,0,187,365,0,0
40755,172.94,pos,UK,0,2278,342,0,0
40756,176.09,withdrawal,CN,1,4967,123,1,0
40757,441.37,online,CN,0,2971,730,0,0
40758,25.24,withdrawal,IN,0,3822,503,1,0
40759,219.17,pos,IN,1,4920,817,1,0
40760,77.19,withdrawal,FR,1,688,966,1,0
40761,89.52,withdrawal,IN,0,4611,710,0,0
40762,226.62,online,UK,0,3675,230,1,0
40763,285.82,online,FR,0,2250,372,1,0
40764,129.76,pos,FR,0,3178,174,1,0
40765,42.75,pos,US,1,474,429,0,0
40766,67.27,online,CN,1,2053,613,1,0
40767,95.47,pos,CN,0,988,467,1,0
40768,176.4,online,UK,0,2854,474,1,0
40769,107.28,online,DE,0,3491,577,0,0
40770,45.48,withdrawal,IN,0,4761,971,1,0
40771,54.11,withdrawal,FR,1,555,635,0,0
40772,5.18,withdrawal,US,1,782,371,1,0
40773,258.06,online,CN,0,3526,463,1,0
40774,9.22,withdrawal,CN,0,4567,50,1,0
40775,86.73,online,CN,0,2884,18,0,0
40776,205.3,withdrawal,US,0,3815,364,0,0
40777,54.62,pos,IN,1,1215,634,1,0
40778,161.01,withdrawal,FR,1,3223,964,1,0
40779,162.87,online,IN,1,4607,473,1,0
40780,6.17,withdrawal,FR,0,551,895,0,0
40781,53.13,online,DE,0,1825,813,0,0
40782,117.45,withdrawal,CN,0,2774,131,0,0
40783,54.88,withdrawal,FR,1,1488,215,1,0
40784,78.78,pos,CN,0,4078,261,0,0
40785,90.25,pos,US,0,3456,900,1,0
40786,16.4,withdrawal,FR,1,2752,686,0,0
40787,53.1,pos,US,1,3647,55,0,0
40788,2.89,online,FR,0,3059,974,0,0
40789,16.21,withdrawal,UK,0,4809,557,1,0
40790,71.8,withdrawal,IN,0,2249,787,1,0
40791,85.23,online,IN,1,2526,549,1,0
40792,15.81,online,UK,0,4163,323,1,0
40793,140.9,online,CN,1,4649,395,1,0
40794,46.68,pos,DE,1,4274,11,0,0
40795,253.39,pos,CN,0,963,122,1,0
40796,49.05,withdrawal,DE,1,4391,374,0,0
40797,16.23,withdrawal,US,0,397,885,0,0
40798,141.87,online,CN,0,2791,434,0,0
40799,83.89,pos,FR,1,580,666,1,0
40800,48.89,pos,IN,0,3879,745,0,0
40801,44.0,pos,IN,1,3618,541,0,0
40802,16.34,online,DE,1,194,836,0,0
40803,41.68,withdrawal,US,0,3819,80,0,0
40804,2.98,pos,IN,0,4105,777,1,0
40805,69.8,withdrawal,IN,0,2360,499,1,0
40806,227.03,pos,IN,1,172,327,0,0
40807,158.64,online,IN,0,4351,636,0,0
40808,2.89,withdrawal,FR,1,4713,28,1,0
40809,213.08,pos,FR,0,139,662,0,0
40810,60.21,pos,CN,1,4484,760,1,0
40811,21.18,online,CN,1,3870,477,0,0
40812,139.6,withdrawal,IN,1,826,279,0,0
40813,38.99,withdrawal,IN,1,1221,75,1,0
40814,29.21,withdrawal,DE,1,4782,714,0,0
40815,17.59,withdrawal,IN,1,141,322,1,1
40816,66.67,withdrawal,CN,0,1693,314,1,0
40817,9.8,pos,DE,1,4222,241,1,0
40818,154.0,pos,UK,0,1948,128,1,0
40819,63.62,online,FR,1,3801,37,0,0
40820,59.24,online,UK,0,411,615,0,0
40821,0.19,pos,US,0,214,903,0,0
40822,170.3,online,IN,1,4891,335,0,0
40823,67.89,pos,CN,1,1702,611,0,0
40824,57.96,pos,FR,0,2174,932,1,1
40825,143.29,online,UK,1,749,60,0,0
40826,6.5,online,DE,1,1021,154,1,0
40827,45.68,pos,UK,0,1382,740,0,1
40828,85.74,withdrawal,US,1,3544,317,0,0
40829,61.73,online,CN,1,3074,26,1,0
40830,20.05,online,CN,1,484,239,0,0
40831,35.56,pos,FR,0,412,49,0,0
40832,35.7,withdrawal,CN,1,99,388,0,0
40833,482.47,pos,IN,1,2172,579,1,0
40834,39.48,withdrawal,DE,0,101,508,0,0
40835,22.96,withdrawal,US,0,3892,456,1,0
40836,172.96,online,UK,1,4790,483,1,0
40837,54.67,online,CN,0,695,138,0,0
40838,58.67,pos,UK,0,1142,118,1,0
40839,79.6,pos,DE,0,1947,694,0,0
40840,90.56,pos,IN,0,880,756,0,0
40841,89.3,pos,DE,0,1380,927,0,0
40842,3.51,pos,DE,1,1955,210,1,0
40843,170.84,pos,IN,1,3634,415,0,0
40844,21.67,withdrawal,IN,0,3079,885,0,0
40845,34.58,online,DE,1,4870,946,0,0
40846,19.05,pos,UK,0,1563,135,1,0
40847,145.7,pos,CN,1,2167,840,1,0
40848,87.62,withdrawal,US,0,1989,239,0,0
40849,140.77,online,DE,1,905,75,1,0
40850,105.96,withdrawal,UK,0,2546,140,0,0
40851,11.0,online,FR,1,3576,161,1,0
40852,35.88,withdrawal,FR,1,329,401,1,0
40853,70.78,pos,UK,1,3234,663,1,0
40854,36.38,pos,FR,0,4865,879,1,0
40855,23.23,online,FR,0,3324,787,0,0
40856,203.88,pos,US,1,4835,782,1,0
40857,137.75,withdrawal,CN,1,874,617,1,0
40858,42.35,online,IN,1,2700,195,0,0
40859,144.82,withdrawal,US,1,853,980,0,1
40860,98.76,withdrawal,FR,0,670,453,1,0
40861,0.38,withdrawal,US,0,4767,709,0,0
40862,47.85,withdrawal,US,1,3631,40,1,0
40863,34.32,online,IN,0,2205,499,0,0
40864,24.58,online,IN,1,2714,478,0,0
40865,28.98,withdrawal,US,0,1950,398,1,0
40866,285.36,withdrawal,DE,0,4993,136,1,0
40867,66.61,online,FR,0,373,657,1,0
40868,188.2,online,DE,1,3568,301,0,0
40869,24.11,withdrawal,US,1,4331,686,1,0
40870,19.16,pos,US,1,3274,963,0,0
40871,219.63,pos,US,0,4670,435,0,0
40872,68.46,online,US,1,4453,20,1,0
40873,225.52,pos,US,1,1366,889,0,0
40874,6.51,online,UK,1,2554,720,1,0
40875,248.21,withdrawal,UK,1,4222,129,0,0
40876,53.69,pos,IN,1,2053,728,1,0
40877,16.89,online,DE,1,2118,579,1,0
40878,115.01,online,DE,1,184,236,1,0
40879,159.41,withdrawal,UK,0,3678,862,1,0
40880,4.85,withdrawal,CN,0,2174,625,0,0
40881,435.8,withdrawal,IN,1,4068,110,1,0
40882,119.41,pos,UK,1,2092,142,0,1
40883,38.77,pos,FR,0,1067,430,1,0
40884,16.4,withdrawal,IN,0,695,761,1,0
40885,49.85,online,US,0,1511,647,0,0
40886,24.92,pos,FR,1,3560,317,0,0
40887,68.15,online,US,1,3577,764,0,0
40888,152.28,withdrawal,DE,1,31,347,0,0
40889,107.92,pos,IN,1,2558,751,1,0
40890,57.26,withdrawal,DE,1,3483,65,1,0
40891,12.66,withdrawal,FR,1,663,888,0,0
40892,315.02,pos,UK,1,3587,900,1,0
40893,31.52,withdrawal,DE,1,1691,707,1,0
40894,32.55,online,UK,0,3838,114,0,0
40895,103.71,pos,IN,0,105,212,1,0
40896,147.19,online,UK,0,4460,787,1,0
40897,414.48,withdrawal,US,1,3182,149,0,0
40898,347.91,online,UK,1,4198,344,0,0
40899,245.06,pos,DE,1,1923,73,0,0
40900,57.15,withdrawal,IN,1,4781,322,1,0
40901,18.23,online,IN,1,1764,553,0,0
40902,87.82,online,IN,1,2855,109,1,0
40903,1.74,online,FR,1,3872,601,0,0
40904,21.85,online,DE,1,2094,858,1,0
40905,0.25,online,DE,1,1585,334,0,0
40906,19.91,withdrawal,DE,0,3613,123,1,0
40907,64.39,withdrawal,IN,1,2482,696,0,0
40908,49.98,withdrawal,IN,0,2915,174,1,0
40909,46.09,withdrawal,FR,1,2806,253,1,0
40910,177.76,pos,UK,1,3625,45,1,0
40911,112.39,pos,US,1,3003,343,1,0
40912,275.56,withdrawal,US,1,4362,133,0,0
40913,58.94,withdrawal,UK,0,210,860,0,0
40914,31.78,pos,IN,1,4613,305,1,0
40915,13.09,pos,UK,0,4538,635,0,0
40916,111.48,withdrawal,UK,1,1153,4,1,0
40917,184.35,pos,FR,1,883,74,0,0
40918,20.3,withdrawal,FR,1,4372,218,1,0
40919,210.99,online,CN,1,2393,284,0,0
40920,74.71,pos,IN,0,3951,501,1,0
40921,15.56,pos,DE,1,4890,677,1,0
40922,102.96,withdrawal,IN,1,659,453,1,0
40923,73.41,pos,FR,0,4032,768,1,0
40924,2.86,pos,FR,0,121,789,1,0
40925,50.96,pos,IN,0,1470,27,1,0
40926,153.61,withdrawal,UK,0,327,235,0,0
40927,81.06,online,FR,1,265,999,1,0
40928,33.13,withdrawal,US,1,932,903,1,0
40929,264.0,withdrawal,DE,0,1650,521,1,0
40930,27.15,pos,DE,1,4549,997,1,0
40931,29.13,online,US,1,1070,464,0,0
40932,43.79,pos,FR,0,463,897,0,0
40933,224.94,pos,US,1,3016,292,0,0
40934,70.85,withdrawal,CN,0,1564,721,0,0
40935,114.63,withdrawal,FR,0,3401,294,1,0
40936,374.08,withdrawal,IN,1,1400,851,0,0
40937,152.92,withdrawal,DE,1,2541,42,1,0
40938,18.95,online,US,1,1150,615,0,0
40939,155.28,pos,IN,1,1354,438,0,0
40940,137.97,withdrawal,FR,1,1667,903,1,0
40941,26.48,online,CN,1,3711,312,1,0
40942,39.36,pos,IN,0,3355,410,0,0
40943,123.83,online,DE,0,4334,893,0,0
40944,27.23,online,DE,0,4676,227,1,0
40945,23.34,pos,UK,0,905,906,0,0
40946,121.56,online,UK,0,689,916,0,0
40947,212.52,online,US,1,785,876,0,0
40948,7.8,pos,DE,1,1280,503,0,0
40949,59.04,pos,FR,1,383,331,1,0
40950,93.44,withdrawal,DE,0,4820,940,0,0
40951,112.79,online,CN,1,4071,741,0,0
40952,557.17,online,IN,0,4999,519,1,0
40953,114.79,withdrawal,DE,0,873,944,0,0
40954,96.8,pos,IN,0,1107,736,0,0
40955,457.89,withdrawal,FR,0,1315,106,1,0
40956,6.26,withdrawal,CN,1,2117,833,0,0
40957,7.74,pos,DE,1,747,528,1,0
40958,82.25,withdrawal,DE,1,4170,394,0,0
40959,44.42,pos,CN,1,371,883,0,0
40960,10.17,pos,DE,1,4800,342,0,0
40961,36.59,pos,UK,0,4781,3,1,0
40962,112.19,online,CN,1,4287,545,1,0
40963,212.54,pos,UK,1,2496,744,0,0
40964,9.91,pos,FR,1,1499,88,1,0
40965,77.68,withdrawal,DE,0,1644,233,1,0
40966,35.11,online,IN,0,1487,974,0,0
40967,110.06,pos,IN,0,543,983,1,0
40968,79.73,online,FR,0,3800,891,0,0
40969,261.33,online,US,0,1922,645,0,0
40970,3.84,pos,CN,1,3602,507,0,0
40971,63.49,online,DE,0,4226,90,1,0
40972,21.41,withdrawal,CN,0,354,108,1,0
40973,76.96,online,IN,0,1216,914,1,0
40974,192.13,withdrawal,US,1,813,183,0,0
40975,242.27,online,CN,0,534,858,0,0
40976,50.79,online,CN,0,2135,761,1,0
40977,167.01,online,UK,0,353,237,0,0
40978,32.92,withdrawal,UK,0,3308,235,1,0
40979,0.63,online,UK,0,3856,536,1,0
40980,193.27,online,IN,1,2227,528,0,0
40981,12.72,online,FR,0,2034,89,1,0
40982,1.78,pos,IN,0,3174,101,0,0
40983,43.66,online,UK,1,263,665,0,0
40984,47.7,online,US,0,1627,58,0,0
40985,8.04,online,CN,1,4900,673,0,0
40986,168.3,online,FR,1,4560,415,1,0
40987,52.02,withdrawal,DE,1,82,426,1,0
40988,67.32,online,FR,0,556,355,1,0
40989,30.74,pos,US,0,2605,528,0,0
40990,71.64,pos,IN,1,1691,737,1,0
40991,145.56,online,UK,0,4134,166,1,0
40992,236.64,withdrawal,CN,1,3869,327,0,0
40993,352.44,pos,FR,0,1027,461,0,0
40994,55.64,online,FR,1,1024,491,0,0
40995,460.86,online,UK,1,3326,476,1,0
40996,34.95,withdrawal,FR,0,1342,426,1,0
40997,0.7,withdrawal,US,1,4894,680,1,0
40998,145.94,withdrawal,UK,0,834,992,0,0
40999,19.65,pos,CN,0,3583,214,0,0
41000,5.39,online,US,0,798,560,0,0
41001,257.71,online,FR,1,4694,879,0,0
41002,156.93,withdrawal,US,0,3802,476,0,0
41003,10.83,withdrawal,UK,0,628,120,1,0
41004,150.02,pos,IN,0,1419,440,1,0
41005,185.79,online,IN,1,3483,401,0,0
41006,235.71,withdrawal,FR,1,4325,220,0,0
41007,78.46,withdrawal,CN,0,3376,657,1,0
41008,121.54,withdrawal,UK,0,1414,728,0,0
41009,143.65,pos,CN,1,3532,380,1,0
41010,116.68,withdrawal,US,1,915,708,1,0
41011,104.08,withdrawal,DE,0,4828,245,0,1
41012,79.31,withdrawal,FR,0,2187,111,0,0
41013,65.24,online,IN,1,2374,840,0,0
41014,555.32,withdrawal,UK,0,4091,986,1,0
41015,41.18,pos,IN,1,3827,219,0,0
41016,9.24,online,FR,1,1873,153,1,0
41017,144.83,online,UK,0,352,724,1,0
41018,24.06,online,IN,0,1287,780,1,0
41019,76.08,withdrawal,UK,0,1873,598,1,0
41020,10.07,online,IN,1,2365,574,1,0
41021,96.57,pos,CN,0,4307,924,0,0
41022,288.25,withdrawal,UK,0,541,295,1,0
41023,128.27,withdrawal,CN,0,2870,803,0,0
41024,24.15,pos,DE,0,3612,367,0,0
41025,354.52,online,US,1,1763,5,1,0
41026,36.69,pos,UK,0,1279,597,1,0
41027,57.38,online,US,1,2754,48,0,0
41028,68.94,online,FR,1,3416,606,1,0
41029,467.98,pos,IN,0,2502,283,1,0
41030,7.14,online,IN,1,2582,779,1,0
41031,119.31,withdrawal,FR,0,898,38,0,0
41032,44.93,withdrawal,IN,0,1210,126,1,0
41033,8.16,withdrawal,DE,0,4049,452,0,0
41034,273.39,online,DE,1,4316,984,0,0
41035,89.13,online,DE,0,1778,348,0,0
41036,140.05,pos,CN,1,2712,292,0,0
41037,27.49,withdrawal,CN,1,4345,473,1,0
41038,143.36,pos,CN,1,3885,354,0,0
41039,176.3,pos,FR,1,490,854,1,0
41040,56.36,withdrawal,US,0,958,694,1,0
41041,84.85,online,FR,0,3480,473,1,0
41042,357.1,withdrawal,US,0,1089,287,0,0
41043,187.56,pos,FR,0,4090,124,0,0
41044,58.85,withdrawal,IN,0,3531,836,1,0
41045,109.24,withdrawal,FR,1,867,957,1,0
41046,153.35,pos,DE,1,289,637,0,0
41047,2.46,pos,DE,0,680,274,1,0
41048,88.76,withdrawal,DE,0,3927,569,0,0
41049,416.88,pos,IN,0,121,474,1,0
41050,294.09,online,DE,0,3275,352,0,0
41051,178.64,withdrawal,DE,1,2132,845,0,0
41052,11.23,pos,DE,1,2958,246,0,0
41053,512.29,pos,DE,1,3386,764,1,0
41054,94.04,online,DE,1,1792,507,0,0
41055,25.22,withdrawal,US,1,369,294,0,0
41056,112.17,online,IN,1,134,398,1,0
41057,194.16,pos,FR,0,113,934,0,0
41058,11.92,withdrawal,IN,0,2288,32,0,0
41059,248.22,pos,IN,0,4073,741,0,0
41060,252.83,pos,US,1,690,643,1,0
41061,1.36,pos,DE,1,981,40,0,0
41062,230.58,withdrawal,CN,1,2314,205,1,0
41063,293.4,withdrawal,IN,1,1556,847,1,0
41064,3.84,withdrawal,CN,0,4795,975,1,0
41065,34.84,online,CN,0,3428,836,1,0
41066,46.7,withdrawal,FR,0,783,389,0,0
41067,42.91,online,FR,1,2603,697,1,0
41068,142.3,withdrawal,UK,0,581,101,0,0
41069,44.33,online,DE,1,3346,35,1,1
41070,313.68,pos,IN,1,4920,616,0,0
41071,529.68,withdrawal,FR,1,144,489,1,0
41072,38.1,online,DE,1,1638,320,1,0
41073,71.09,pos,UK,0,899,802,0,0
41074,81.58,withdrawal,US,0,171,718,1,0
41075,86.61,withdrawal,CN,0,1953,905,0,0
41076,46.87,pos,UK,1,563,480,1,0
41077,18.15,online,UK,1,1648,180,0,0
41078,5.61,withdrawal,UK,0,172,717,1,0
41079,11.24,withdrawal,UK,1,2618,252,1,1
41080,231.56,pos,CN,1,3001,674,1,0
41081,32.9,withdrawal,IN,0,2979,627,0,0
41082,7.99,withdrawal,US,0,4641,193,1,0
41083,97.69,withdrawal,DE,1,1672,224,1,0
41084,7.83,withdrawal,FR,0,1090,412,0,0
41085,7.26,pos,DE,0,3862,554,0,0
41086,97.17,online,FR,1,428,193,1,0
41087,89.5,withdrawal,CN,0,1179,171,0,0
41088,4.24,online,IN,0,4729,580,1,0
41089,61.71,withdrawal,IN,0,3796,904,1,0
41090,57.23,withdrawal,FR,0,117,54,1,0
41091,79.12,pos,FR,0,1579,995,1,0
41092,133.88,online,DE,0,200,301,0,0
41093,33.24,online,UK,0,4328,537,0,0
41094,56.7,withdrawal,IN,1,3799,248,1,0
41095,157.38,online,CN,1,722,933,1,0
41096,255.82,pos,CN,0,3531,351,0,0
41097,221.94,online,IN,0,3366,796,1,0
41098,64.94,pos,IN,0,3967,365,0,0
41099,73.58,online,FR,0,4263,275,0,0
41100,75.31,withdrawal,UK,0,3430,181,0,0
41101,203.04,pos,IN,0,4464,700,0,0
41102,183.22,online,FR,0,2062,882,0,0
41103,37.33,withdrawal,IN,1,824,938,0,0
41104,17.78,pos,UK,0,1800,350,0,0
41105,47.64,withdrawal,DE,1,1306,894,1,0
41106,34.02,pos,US,0,4970,946,0,0
41107,301.15,pos,DE,0,2705,553,1,0
41108,30.91,pos,FR,1,402,96,0,0
41109,19.99,pos,DE,0,2623,779,0,0
41110,229.74,pos,IN,1,2399,64,1,0
41111,9.04,pos,FR,1,2471,1,1,0
41112,30.15,online,CN,0,1889,706,0,0
41113,57.82,withdrawal,IN,1,891,93,0,0
41114,90.41,withdrawal,DE,0,1531,384,0,1
41115,39.7,pos,US,0,4420,490,1,0
41116,68.56,online,US,1,3239,816,0,0
41117,22.17,pos,DE,1,2944,646,0,0
41118,85.4,withdrawal,DE,1,3054,722,0,0
41119,52.39,online,CN,0,2234,395,0,0
41120,189.22,online,FR,1,2075,561,0,0
41121,53.74,withdrawal,CN,1,2408,566,1,0
41122,58.67,pos,FR,0,2680,851,1,0
41123,89.69,withdrawal,US,0,2450,652,0,0
41124,13.14,pos,US,0,1704,500,1,0
41125,17.05,online,CN,0,2080,464,0,0
41126,156.18,online,US,0,3896,551,0,0
41127,31.94,online,FR,0,1687,754,0,0
41128,115.42,withdrawal,FR,1,455,870,0,0
41129,10.25,withdrawal,DE,0,431,982,0,0
41130,172.51,pos,FR,0,457,873,0,0
41131,444.2,online,DE,1,3260,721,1,0
41132,46.79,online,CN,0,3237,305,0,0
41133,70.43,pos,CN,1,384,759,0,0
41134,58.47,pos,UK,1,3373,285,0,0
41135,224.61,pos,DE,1,519,729,0,1
41136,1.0,withdrawal,UK,1,554,231,0,0
41137,105.98,withdrawal,FR,0,4054,463,0,0
41138,105.66,online,US,0,379,494,0,0
41139,48.19,pos,DE,1,3758,208,1,0
41140,24.76,withdrawal,IN,0,4460,197,0,0
41141,27.4,online,CN,0,2308,141,0,0
41142,161.18,online,DE,1,652,949,0,0
41143,6.84,pos,FR,1,2304,199,0,0
41144,82.97,withdrawal,IN,0,2674,732,0,0
41145,36.65,online,US,0,958,717,0,0
41146,30.82,online,DE,0,4301,228,0,0
41147,70.47,pos,IN,1,3578,154,0,0
41148,228.14,online,DE,1,4701,444,1,0
41149,96.26,online,CN,1,62,68,1,0
41150,155.41,withdrawal,IN,0,3253,451,1,0
41151,91.8,withdrawal,IN,1,3285,20,0,0
41152,119.64,withdrawal,IN,1,4224,305,0,0
41153,56.64,online,IN,1,529,606,0,0
41154,260.34,withdrawal,US,1,228,507,0,0
41155,69.7,withdrawal,UK,0,3836,955,0,0
41156,80.25,withdrawal,UK,1,1586,463,0,0
41157,74.44,withdrawal,FR,1,4422,39,0,0
41158,38.01,online,FR,0,464,748,0,0
41159,26.3,online,UK,0,3314,450,0,0
41160,7.67,pos,FR,0,3353,265,1,1
41161,126.65,pos,DE,1,1655,556,1,1
41162,34.15,online,CN,0,3057,65,1,0
41163,49.3,online,DE,0,3970,513,1,0
41164,252.48,online,FR,0,448,124,0,0
41165,83.57,withdrawal,IN,0,3376,794,1,0
41166,10.21,online,DE,1,206,154,1,0
41167,160.75,online,IN,1,3987,684,1,0
41168,29.59,withdrawal,DE,0,3663,290,0,0
41169,80.45,pos,UK,0,507,676,0,0
41170,71.33,online,FR,0,1209,506,1,0
41171,27.19,online,IN,0,2527,466,1,0
41172,12.3,pos,IN,1,4727,466,0,0
41173,23.73,withdrawal,IN,0,1360,501,1,0
41174,10.24,online,DE,1,244,873,0,0
41175,32.25,online,CN,1,2557,401,0,0
41176,591.36,online,UK,1,371,10,0,0
41177,51.43,online,FR,0,619,925,0,0
41178,199.43,online,US,0,2120,205,0,0
41179,79.67,withdrawal,FR,0,777,500,1,0
41180,109.84,online,IN,0,2835,502,0,0
41181,17.0,online,DE,0,4929,57,1,0
41182,32.13,pos,CN,0,2255,18,0,0
41183,71.43,pos,IN,1,2488,937,0,0
41184,212.98,withdrawal,CN,0,2910,615,0,1
41185,4.38,online,UK,0,3154,82,0,0
41186,70.71,pos,US,1,4042,82,1,0
41187,5.24,online,IN,0,2110,913,0,1
41188,61.03,online,CN,1,1412,67,1,0
41189,99.12,online,DE,0,3600,324,1,0
